id,gender,age_ys_s1,SOEP_gen_s1,SOEP_rec_s1,SOEP_trust_s1,SOEP_gen_s3,SOEP_rec_s3,SOEP_trust_s3,DOSPERTp_S_1,DOSPERTp_R_1,DOSPERTp_G_1,DOSPERTp_H_1,DOSPERTp_E_1,DOSPERTp_R_2,DOSPERTp_F_1,DOSPERTp_H_2,DOSPERTp_E_2,DOSPERTp_S_2,DOSPERTp_G_2,DOSPERTp_E_3,DOSPERTp_E_4,DOSPERTp_E_5,DOSPERTp_R_3,DOSPERTp_S_3,DOSPERTp_R_4,DOSPERTp_F_2,DOSPERTp_S_4,DOSPERTp_E_6,DOSPERTp_R_5,DOSPERTp_G_3,DOSPERTp_S_5,DOSPERTp_F_3,DOSPERTp_E_7,DOSPERTp_S_6,DOSPERTp_H_3,DOSPERTp_E_8,DOSPERTp_H_4,DOSPERTp_F_4,DOSPERTp_R_6,DOSPERTp_H_5,DOSPERTp_G_4,DOSPERTp_S_7,DOSPERTp_S_8,DOSPERTp_H_6,DOSPERTp_R_7,DOSPERTp_R_8,DOSPERTp_H_7,DOSPERTp_H_8,DOSPERTr_S_1,DOSPERTr_R_1,DOSPERTr_G_1,DOSPERTr_H_1,DOSPERTr_E_1,DOSPERTr_R_2,DOSPERTr_F_1,DOSPERTr_H_2,DOSPERTr_E_2,DOSPERTr_S_2,DOSPERTr_G_2,DOSPERTr_E_3,DOSPERTr_E_4,DOSPERTr_E_5,DOSPERTr_R_3,DOSPERTr_S_3,DOSPERTr_R_4,DOSPERTr_F_2,DOSPERTr_S_4,DOSPERTr_E_6,DOSPERTr_R_5,DOSPERTr_G_3,DOSPERTr_S_5,DOSPERTr_F_3,DOSPERTr_E_7,DOSPERTr_S_6,DOSPERTr_H_3,DOSPERTr_E_8,DOSPERTr_H_4,DOSPERTr_F_4,DOSPERTr_R_6,DOSPERTr_H_5,DOSPERTr_G_4,DOSPERTr_S_7,DOSPERTr_S_8,DOSPERTr_H_6,DOSPERTr_R_7,DOSPERTr_R_8,DOSPERTr_H_7,DOSPERTr_H_8,DOSPERTb_S_1,DOSPERTb_R_1,DOSPERTb_G_1,DOSPERTb_H_1,DOSPERTb_E_1,DOSPERTb_R_2,DOSPERTb_F_1,DOSPERTb_H_2,DOSPERTb_E_2,DOSPERTb_S_2,DOSPERTb_G_2,DOSPERTb_E_3,DOSPERTb_E_4,DOSPERTb_E_5,DOSPERTb_R_3,DOSPERTb_S_3,DOSPERTb_R_4,DOSPERTb_F_2,DOSPERTb_S_4,DOSPERTb_E_6,DOSPERTb_R_5,DOSPERTb_G_3,DOSPERTb_S_5,DOSPERTb_F_3,DOSPERTb_E_7,DOSPERTb_S_6,DOSPERTb_H_3,DOSPERTb_E_8,DOSPERTb_H_4,DOSPERTb_F_4,DOSPERTb_R_6,DOSPERTb_H_5,DOSPERTb_G_4,DOSPERTb_S_7,DOSPERTb_S_8,DOSPERTb_H_6,DOSPERTb_R_7,DOSPERTb_R_8,DOSPERTb_H_7,DOSPERTb_H_8,FreqRisky12_1,FreqRisky12_2,FreqRisky12_3,FreqRisky12_4,FreqRisky12_5,FreqRisky12_6,FreqRisky12_7,FreqRisky12_8,FreqRisky12_9,FreqRisky12_10,FreqRisky12_11,FreqRisky12_12,FreqRisky12_13,FreqRisky12_14,FreqRisky12_15,FreqRisky12_16,FreqRisky12_17,FreqRisky12_18,FreqRisky12_19,FreqRisky12_20,FreqRisky12_21,FreqRisky12_22,FreqRisky12_23,FreqRisky12_24,FreqRisky12_25,FreqRisky12_26,FreqRisky12_27,FreqRisky4_1,FreqRisky4_2,FreqRisky4_3,FreqRisky4_4,FreqRisky4_5,FreqRisky4_6,FreqRisky4_7,FreqRisky4_8,FreqRisky4_9,FreqRisky4_10,FreqRisky4_11,FreqRisky4_12,FreqRisky4_13,FreqRisky4_14,FreqRisky4_15,FreqRisky4_16,FreqRisky4_17,FreqRisky4_18,FreqRisky4_19,BIS11_SC_1,BIS11_MI_1,BIS11_MI_2,BIS11_MI_3,BIS11_A_1,BIS11_CI_1,BIS11_SC_2,BIS11_SC_3,BIS11_A_2,BIS11_CC_1,BIS11_A_3,BIS11_SC_4,BIS11_SC_5,BIS11_SC_6,BIS11_CC_2,BIS11_P_1,BIS11_MI_4,BIS11_CC_3,BIS11_MI_5,BIS11_A_4,BIS11_P_2,BIS11_MI_6,BIS11_P_3,BIS11_CI_2,BIS11_MI_7,BIS11_CI_3,BIS11_CC_4,BIS11_A_5,BIS11_CC_5,BIS11_P_4,UPPS_Pr_1,UPPS_U_1,UPPS_Ss_1,UPPS_Pe_1,UPPS_Pr_2,UPPS_U_2,UPPS_Ss_2,UPPS_Pe_2,UPPS_Pr_3,UPPS_U_3,UPPS_Ss_3,UPPS_Pe_3,UPPS_Pr_4,UPPS_U_4,UPPS_Ss_4,UPPS_Pe_4,UPPS_Pr_5,UPPS_U_5,UPPS_Ss_5,UPPS_Pe_5,UPPS_Ss_6,UPPS_Pe_6,UPPS_Pr_6,UPPS_U_6,UPPS_Ss_7,UPPS_Pe_7,UPPS_Pr_7,UPPS_U_7,UPPS_Ss_8,UPPS_Pe_8,UPPS_Pr_8,UPPS_U_8,UPPS_Ss_9,UPPS_Pe_9,UPPS_Pr_9,UPPS_U_9,UPPS_Ss_10,UPPS_Pe_10,UPPS_Pr_10,UPPS_Pr_11,UPPS_U_10,UPPS_Ss_11,UPPS_U_11,UPPS_Ss_12,UPPS_U_12,BIBA_BIS_1,BIBA_BAS_D_1,BIBA_BAS_RR_1,BIBA_BAS_FS_1,BIBA_BAS_RR_2,BIBA_BIS_2,BIBA_BAS_D_2,BIBA_BAS_FS_2,BIBA_BAS_D_3,BIBA_BIS_3,BIBA_BAS_RR_3,BIBA_BAS_FS_3,BIBA_BIS_4,BIBA_BAS_RR_4,BIBA_BIS_5,BIBA_BAS_FS_4,BIBA_BAS_D_4,BIBA_BIS_6,BIBA_BAS_RR_5,BIBA_BIS_7,BISBAS_dummy_1,BISBAS_dummy_2,BISBAS_dummy_3,BISBAS_dummy_4,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,SCS_13,SensSeek_D_1,SensSeek_BS_1,SensSeek_TAS_1,SensSeek_ES_1,SensSeek_BS_2,SensSeek_ES_2,SensSeek_BS_3,SensSeek_BS_4,SensSeek_ES_3,SensSeek_ES_4,SensSeek_TAS_2,SensSeek_D_2,SensSeek_D_3,SensSeek_ES_5,SensSeek_BS_5,SensSeek_TAS_3,SensSeek_TAS_4,SensSeek_ES_6,SensSeek_ES_7,SensSeek_TAS_5,SensSeek_TAS_6,SensSeek_ES_8,SensSeek_TAS_7,SensSeek_BS_6,SensSeek_D_4,SensSeek_ES_9,SensSeek_BS_7,SensSeek_TAS_8,SensSeek_D_5,SensSeek_D_6,SensSeek_BS_8,SensSeek_D_7,SensSeek_D_8,SensSeek_BS_9,SensSeek_D_9,SensSeek_D_10,SensSeek_ES_10,SensSeek_TAS_9,SensSeek_BS_10,SensSeek_TAS_10,LSCS_I_1,LSCS_I_2,LSCS_I_3,LSCS_RS_1,LSCS_SS_1,LSCS_SS_2,LSCS_SS_3,LSCS_SS_4,LSCS_RS_2,LSCS_I_4,LSCS_RS_3,LSCS_RS_4,LSCS_PA_1,LSCS_T_1,LSCS_PA_2,LSCS_PA_3,LSCS_SC_1,LSCS_SC_2,LSCS_SC_3,LSCS_T_2,LSCS_T_3,LSCS_PA_4,LSCS_T_4,GRIT_CI_1,GRIT_CI_2,GRIT_CI_3,GRIT_CI_4,GRIT_CI_5,GRIT_CI_6,GRIT_P_1,GRIT_P_2,GRIT_P_3,GRIT_P_4,GRIT_P_5,GRIT_P_6,SF36_1,SF36_2,SF36_3a,SF36_3b,SF36_3c,SF36_3d,SF36_3e,SF36_3f,SF36_3g,SF36_3h,SF36_3i,SF36_3j,SF36_4a,SF36_4b,SF36_4c,SF36_4d,SF36_5a,SF36_5b,SF36_5c,SF36_6,SF36_7,SF36_8,SF36_9a,SF36_9b,SF36_9c,SF36_9d,SF36_9e,SF36_9f,SF36_9g,SF36_9h,SF36_9i,SF36_10,SF36_11a,SF36_11b,SF36_11c,SF36_11d,SF36_8_yes_1,SF36_8_yes_2,SF36_8_no,PANASs_f_s1,PANASs_a_s1,PANASs_h_s1,PANASs_s_s1,PANASt_f_s2,PANASt_a_s2,PANASt_h_s2,PANASt_s_s2,PANASs_f_s3,PANASs_a_s3,PANASs_h_s3,PANASs_s_s3,B5_C_1,B5_E_1,B5_A_1,B5_O_1,B5_N_1,B5_A_2,B5_C_2,B5_E_2,B5_O_2,B5_N_2,B5_C_3,B5_E_3,B5_A_3,B5_O_3,B5_N_3
r7ey3,male,37.64,6,6,6,6,5,7,4,5,1,1,2,1,1,1,1,5,1,2,1,1,5,5,1,4,2,4,1,1,1,2,2,4,4,1,4,2,1,2,1,5,5,4,1,5,4,2,1,2,4,2,2,3,3,3,2,2,4,2,2,2,3,1,5,5,2,4,5,5,2,2,2,1,3,2,4,4,5,5,5,1,1,4,5,2,2,4,5,5,1,1,2,1,2,1,3,5,1,1,2,2,5,5,1,2,2,2,1,1,5,1,2,5,3,2,1,2,1,1,1,5,5,1,1,5,3,1,1,1,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,0,1,3,1,1,1,3,1,1,1,2,1,1,1,3,3,2,2,2,3,1,2,2,1,1,3,2,2,3,1,1,2,2,2,3,2,1,2,1,2,1,2,2,2,2,3,3,2,3,1,1,2,3,3,2,3,2,1,1,1,1,2,2,3,2,2,1,1,1,3,3,1,1,4,3,1,3,3,2,1,2,4,1,3,1,2,4,1,2,1,3,3,3,4,3,4,4,3,3,3,4,3,3,2,4,3,3,3,2,4,2,3,3,1,4,4,4,4,2,4,5,2,2,4,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,5,4,4,3,2,3,4,3,1,4,3,1,4,5,3,4,3,1,3,2,4,4,1,4,4,5,5,4,5,4,4,4,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,6,1,5,6,6,5,5,6,4,5,4,5,5,3,5,5,6,5,6,1,1,2,1,1,1,4,1,1,1,4,1,3,6,6,6,5,6,2,5,7,2,6,4,6,7,2
rdalr,male,23.91,6,7,6,7,8,6,4,4,1,1,3,2,2,4,1,2,2,3,3,2,2,4,2,2,3,5,3,2,2,3,4,3,3,1,1,2,4,1,1,4,3,2,3,3,4,4,2,3,3,5,3,4,3,2,2,1,3,2,2,3,3,1,4,3,2,2,3,3,3,2,2,1,3,2,4,2,3,5,2,1,3,2,3,3,2,1,1,3,2,1,2,2,2,2,2,1,2,3,3,3,2,2,3,4,4,5,3,3,1,2,2,1,3,2,1,2,3,1,2,4,3,2,2,3,2,2,1,1,1,1,2,1,1,1,1,1,2,0,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,0,3,3,2,2,1,2,1,1,1,3,1,1,0,3,1,3,3,3,3,2,1,2,2,2,2,3,2,1,2,2,1,3,2,3,2,1,3,2,1,1,2,3,2,2,2,3,3,4,2,1,3,4,2,3,3,4,3,3,2,3,3,2,2,3,3,3,2,1,2,3,2,3,2,3,3,3,2,3,2,2,2,3,3,3,3,2,3,1,3,2,3,3,4,4,3,1,2,3,3,2,3,3,2,3,2,3,3,4,3,2,3,2,3,3,4,2,3,2,3,4,4,3,3,2,2,2,3,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,5,3,3,3,2,2,3,2,3,3,3,3,3,2,4,4,3,4,3,1,2,4,2,2,3,3,4,3,4,4,4,3,2,2,2,4.4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,4.2,2,4,5,5,5,4,4,4,4,4,5,3,3,4,5,4,4,4.75,2,1,4,1,3,2,4,1,2,2,4,1,3,6,6,7,2,6,3,6,2,3,7,3,5,5,2
rdrfp,female,34.39,8,6,9,7,5,10,5,1,1,1,1,3,3,5,1,5,2,4,1,1,1,5,1,3,4,1,1,1,3,3,1,4,4,1,1,3,2,2,1,2,4,1,4,4,4,2,2,3,5,5,5,4,3,2,5,2,5,2,5,2,4,2,4,5,2,4,5,4,4,1,4,1,3,3,5,3,3,5,5,4,3,4,4,4,4,3,4,2,1,1,1,3,3,2,3,4,1,3,3,2,2,4,1,2,5,2,1,2,3,2,1,4,3,2,1,2,2,1,1,3,4,1,4,4,2,1,2,1,1,1,1,1,1,3,1,1,1,0,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,3,1,2,1,2,2,3,2,1,1,2,1,3,3,3,3,2,3,1,2,1,3,2,2,2,3,1,2,3,2,3,2,3,3,3,3,3,3,4,2,3,2,4,4,4,3,2,4,4,1,4,3,4,2,3,4,4,1,1,4,4,1,3,1,2,4,4,1,2,3,4,1,2,4,3,1,4,4,2,3,2,2,4,1,4,4,4,3,4,4,4,4,2,4,4,4,3,4,4,3,4,3,4,4,3,4,2,2,4,1,4,4,2,5,4,3,2,4,1,1,3,4,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,5,4,5,5,1,1,1,1,5,4,5,5,4,5,4,5,5,1,4,3,2,5,4,2,2,1,1,3,4,5,5,3,5,5,5,4.4,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,5.4,1,5,4,6,3,4,6,4,5,4,5,1,4,5,4,6,5,6,1,1,5,1,5,4,5,1,1,1,5,1,7,7,6,6,4,6,7,7,7,4,7,7,6,6,2
rf9p6,female,49.14,2,5,4,2,3,5,4,4,1,1,2,1,1,1,1,4,1,1,1,1,1,5,1,1,3,4,1,2,3,2,1,2,1,1,1,2,1,1,1,4,4,5,1,5,2,1,2,2,4,3,2,5,2,3,5,2,5,5,5,5,5,2,5,5,3,2,5,2,4,1,2,1,5,1,4,1,4,5,5,2,4,2,3,2,4,5,4,3,1,1,5,1,5,1,1,4,1,1,1,3,1,4,1,1,4,4,1,4,2,5,3,1,1,4,1,5,1,1,1,5,5,1,1,5,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,2,1,3,0,1,0,1,1,0,1,1,1,1,3,1,0,3,3,1,1,2,1,1,1,3,1,1,2,3,3,1,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,4,1,2,2,2,3,1,1,1,2,4,1,1,3,1,2,1,2,1,2,3,1,2,1,1,1,3,2,1,1,3,3,2,1,3,2,1,2,2,1,3,2,1,2,4,2,2,3,4,4,4,2,3,3,2,1,2,3,3,1,4,3,4,3,3,3,3,4,4,1,4,4,1,5,4,1,4,5,4,2,2,4,2,5,3,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,3,4,2,3,3,2,5,5,3,5,2,1,1,5,1,1,1,1,5,1,1,5,5,3,4,5,5,3,4,3,1,5,1,5,5,4.4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,5.4,1,5,5,6,5,5,6,6,4,4,5,5,5,5,4,6,5,6,3,5,4,5,3,3,4,1,1,1,4,1,7,3,5,1,7,1,1,3,1,6,6,1,7,7,4
rpgbj,male,75.42,4,5,4,4,7,4,4,2,1,1,1,2,4,4,2,5,1,2,1,1,2,4,2,3,3,3,2,1,2,5,2,2,2,1,1,3,2,2,1,3,4,4,2,5,2,4,1,3,4,4,4,3,3,2,4,1,4,3,4,3,5,2,4,4,2,2,3,4,2,2,2,2,4,3,4,2,4,5,5,3,2,2,3,2,3,3,1,2,3,1,1,2,4,3,3,1,2,3,3,0,2,4,1,3,3,3,4,3,1,4,2,2,2,3,1,4,4,1,3,4,4,2,3,4,2,3,0,0,0,0,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,0,0,1,1,1,1,1,2,1,3,2,1,3,3,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,3,2,1,1,1,1,2,1,2,3,2,3,3,2,1,3,1,2,3,3,2,2,2,1,2,2,1,4,2,2,1,2,2,3,2,2,2,3,2,2,2,4,2,2,1,2,2,1,1,4,2,2,2,2,4,2,4,2,3,3,3,3,3,3,2,3,2,3,2,1,4,3,4,3,3,3,4,3,2,3,3,4,2,3,4,2,2,2,2,2,2,1,2,4,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,3,1,1,2,3,2,4,2,3,2,2,1,3,4,1,1,1,4,4,2,1,3,4,4,4,5,4,4,5,4,4,4,3,4,3,2,2,2,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,5,3.1,2,4,5,5,5,4,5,4,3,4,5,4,4,2,2,4,4,4.75,2,1,3,3,4,3,4,4,1,1,4,2,6,2,6,5,4,2,3,2,2,5,6,2,6,4,2
rpjw2,female,70.47,6,6,5,6,5,6,5,5,1,1,1,1,4,1,2,3,1,3,1,1,4,5,1,2,4,1,2,1,3,5,1,1,1,1,1,4,3,1,1,1,5,4,1,3,2,2,2,2,5,4,3,4,3,4,3,1,5,4,4,4,2,2,3,5,1,5,5,4,3,2,3,3,3,4,3,2,3,3,3,1,3,3,4,3,3,3,1,4,1,1,3,1,3,1,3,1,1,1,1,3,3,3,1,3,5,3,2,1,1,4,2,1,1,2,1,3,3,3,1,1,4,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,3,1,1,2,3,1,1,1,4,3,3,2,1,2,2,3,1,2,1,2,4,2,2,3,2,4,1,1,1,1,1,1,2,1,4,1,4,1,3,1,1,2,2,2,2,1,1,2,2,1,2,3,1,1,3,1,1,1,1,2,2,2,1,2,4,1,2,2,2,1,1,2,3,1,1,1,1,1,3,1,2,2,4,3,2,3,2,2,1,2,2,2,2,2,3,3,3,3,2,2,2,3,1,4,3,3,2,1,2,1,2,3,1,1,2,1,4,3,1,1,0,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,3,1,1,1,3,2,1,3,1,4,1,2,3,2,3,4,2,2,1,1,1,5,2,4,3,5,5,4,4,4,3,4,4,3,4,3.4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,5,6,1,5,5,6,5,5,6,5,4,5,5,5,4,2,4,6,5,6,1,1,2,2,4,1,4,2,1,1,1,1,6,5,7,1,4,6,6,5,1,2,6,4,6,1,2
rsitg,female,51.73,5,2,8,5,3,6,3,1,1,1,1,1,1,1,1,3,1,4,1,5,5,4,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,4,4,5,5,5,4,3,4,1,4,3,3,4,4,2,5,4,2,4,5,4,4,4,5,4,5,4,5,4,5,5,5,3,3,4,5,5,5,4,1,3,3,1,3,1,3,1,3,1,3,3,3,3,3,3,1,1,3,3,1,1,1,3,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,2,2,3,2,2,3,3,3,2,3,1,3,1,2,2,2,2,1,2,3,1,2,2,2,3,3,3,2,3,2,4,4,4,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,1,1,3,2,1,1,3,1,2,2,3,2,1,1,3,1,3,1,1,3,1,2,1,2,2,4,4,3,4,3,4,3,4,3,4,2,2,4,3,3,4,2,4,3,4,3,3,3,4,3,1,1,3,4,3,2,3,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,3,2,2,3,3,2,5,3,3,4,2,2,2,3,2,3,1,1,1,1,1,2,3,3,2,3,3,2,2,5,4,5,3,4,4,4.4,4,2,3,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,5,5.4,1,5,5,6,5,5,5,5,6,3,5,1,3,2,3,6,5,6,1,2,5,1,2,1,5,1,1,1,5,1,6,5,6,5,5,4,4,6,4,2,4,4,6,5,4
rxe83,female,18.21,6,7,6,6,7,6,4,3,2,2,3,2,2,1,2,4,3,3,1,3,3,5,3,1,4,2,2,2,4,1,1,4,2,2,4,1,4,1,2,3,4,4,4,4,5,5,1,3,4,4,2,5,4,3,5,1,3,3,4,4,3,1,2,5,2,4,3,3,2,5,5,2,3,3,3,4,2,5,4,2,2,2,2,3,3,2,4,1,1,2,4,2,1,2,2,4,1,3,1,2,3,2,3,1,5,2,3,3,4,2,1,3,1,1,2,2,4,1,2,4,4,1,4,3,3,4,2,1,3,1,1,0,1,1,2,1,1,1,1,1,0,2,3,2,1,2,2,1,1,1,1,2,1,2,1,2,1,0,1,2,1,2,3,1,1,1,3,2,1,2,3,2,2,1,1,1,1,3,2,2,1,2,1,2,1,4,2,1,4,3,4,1,1,2,1,3,1,3,2,1,3,1,3,2,4,1,2,1,2,2,2,4,3,2,2,2,3,2,2,4,3,1,4,1,1,3,3,2,3,4,3,2,3,4,4,1,1,4,2,2,2,2,4,2,3,4,4,3,4,4,4,3,3,4,3,4,4,3,3,3,3,2,3,4,2,4,3,3,3,3,2,3,2,2,2,4,1,3,2,2,5,2,4,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,4,2,3,3,2,2,2,2,4,4,2,3,4,5,5,5,4,2,3,4,3,4,4,4,4,3,2,3,4,5,4,4,4,4,5,3.4,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,4,5.4,2,5,4,5,4,3,5,5,5,4,3,2,3,4,5,4,4,4.75,3,2,4,2,4,3,4,4,1,1,5,2,6,7,2,6,6,5,6,4,5,6,6,7,5,5,5
s2ik6,male,45.12,4,8,2,5,7,5,1,5,5,1,3,1,5,5,3,5,1,1,3,5,5,3,5,1,3,3,5,1,2,1,2,1,3,5,3,1,3,3,1,5,2,4,2,3,2,3,1,3,5,5,4,4,5,5,5,3,5,4,4,3,2,1,2,5,2,2,2,5,3,5,2,2,2,2,2,5,2,2,5,1,1,2,1,1,1,3,1,1,5,5,4,3,5,4,2,2,5,2,3,2,1,1,2,5,1,5,1,5,1,5,2,2,3,5,3,5,1,2,5,5,5,3,2,3,2,1,1,1,1,2,1,2,1,3,1,2,1,1,1,1,1,1,2,3,1,2,1,3,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,3,1,2,2,3,1,2,2,2,3,2,3,2,3,3,3,2,2,2,2,4,4,2,1,2,3,3,2,3,2,2,3,2,3,3,2,1,3,4,1,1,4,4,3,1,4,4,2,2,4,4,1,1,4,4,2,4,1,1,4,4,1,3,3,4,3,1,2,2,1,2,2,4,4,3,3,3,4,1,3,3,2,4,4,4,3,2,3,3,3,2,4,3,2,2,3,2,3,3,2,2,3,4,2,3,4,3,2,3,3,3,2,2,3,2,3,3,3,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,5,1,5,5,3,3,5,3,5,5,5,5,4,5,5,5,5,1,1,3,3,5,3,3,4,3,3,4,4,3,3,2,3,2,3,3.4,3,2,3,2,2,3,1,3,3,3,3,2,2,2,2,2,2,2,5,6,1,6,5,6,5,6,5,6,5,5,5,5,5,2,5,6,5,6,2,1,3,2,3,3,4,2,1,2,5,2,3,3,4,3,3,4,4,3,3,4,3,5,4,3,4
sadiq,female,72.14,5,5,3,6,5,5,4,3,3,2,3,3,5,4,3,4,3,3,2,1,2,4,1,3,4,2,1,3,1,4,4,4,3,3,2,3,4,1,1,3,4,3,2,4,5,1,1,3,4,4,3,4,2,3,3,2,3,3,5,5,4,3,5,4,3,4,5,4,5,3,3,2,5,3,0,5,4,5,5,3,4,5,4,3,3,4,1,4,1,1,2,3,5,1,3,2,1,1,1,1,3,4,1,2,3,1,2,1,1,3,2,3,1,3,1,4,3,1,1,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,3,1,1,1,2,1,1,1,1,1,1,2,3,3,2,2,2,2,2,2,4,2,2,2,2,2,4,1,2,1,2,3,1,3,1,2,3,1,1,2,4,2,3,4,3,3,3,2,2,2,3,2,2,2,3,1,2,2,1,2,2,2,2,2,1,2,3,2,3,2,2,3,2,2,1,3,2,2,1,3,4,2,1,1,3,4,2,4,2,2,3,3,3,3,2,3,3,4,4,4,4,4,4,4,2,3,3,3,2,3,3,1,4,1,2,3,1,5,2,1,3,1,5,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,0,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,3,4,4,4,4,3,5,3,4,5,2,3,3,2,4,4,2,1,3,4,3,5,3,2,2,3,4,4,4,4,4,4,4,2,4,4.4,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,2,5,4.2,2,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4.75,2,2,4,5,3,2,5,2,2,1,4,1,5,3,6,4,3,5,5,3,5,5,4,3,5,4,2
sxgux,female,19.42,5,7,8,6,8,8,2,1,1,1,4,1,1,3,3,4,1,1,2,2,1,3,1,1,3,3,3,1,2,1,1,2,1,1,1,1,2,3,1,2,2,4,3,4,2,3,3,1,1,1,4,1,1,3,2,4,1,1,1,3,1,4,1,1,3,2,3,1,3,1,1,2,1,1,1,1,3,3,1,3,3,4,3,4,1,3,1,3,1,1,4,3,2,2,3,4,1,1,1,3,1,3,1,1,1,3,3,1,3,1,1,1,1,1,1,1,2,2,1,3,2,4,3,4,1,1,1,1,3,0,1,1,1,1,2,2,0,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,0,1,1,1,1,3,1,1,1,3,0,3,3,2,2,2,2,1,2,3,3,1,3,2,3,4,1,3,2,3,4,2,2,1,1,2,2,2,1,4,2,3,1,3,2,3,3,4,3,3,2,3,3,3,2,4,3,3,3,3,3,3,1,2,2,2,1,2,3,2,2,3,2,3,2,2,3,3,3,3,3,2,4,4,1,3,4,3,3,4,3,2,3,2,3,4,3,3,3,2,4,3,3,3,4,2,4,4,3,3,2,3,2,2,3,4,3,3,2,4,2,3,4,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,5,1,2,3,4,3,3,2,4,4,2,2,2,3,5,4,1,2,2,2,3,5,2,3,4,5,3,2,4,4,4,3,4,5,4,3.4,4,2,2,1,3,3,1,1,1,3,3,2,2,1,2,2,2,2,5,3.1,2,2,4,6,4,3,4,2,4,2,5,5,2,4,4,4,4,4.75,1,1,3,3,4,1,5,3,1,1,3,2,5,7,5,5,4,6,6,7,2,5,5,6,6,5,3
