id,comment,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,
insir,,hund,katze,ratte,fledermaus,loewe,tiger,elefant,maus,spatz,adler,eidechse,ameise,muecke,fliege,schlange,spinnen,zebra,papagei,nashorn,elefant,giraffe,krokodil,antilope,affe,gorilla,paradiesvogel,fische,haifisch,walfisch,pinguin,loewe,jaguar,puma,kuh,esel,huhn,widder,steinbock,skorpion,kraehe,milbe,stubenfliege,steinbock,eichhoernchen,reh,hirsch,hase,wildschwein,schwein,ross,geiss,schaf,grasshuepfer,biene,wespe,blattlaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iv9hp,,elefant,tiger,meerschweinchen,schwein,giraffe,pferd,frosch,katze,hase,antilope,leopard,loewe,vogel,esel,fisch,schnecke,schlange,gecko,hund,affe,ente,kaenguru,spinne,hamster,maus,ratte,schnabeltier,einhorn,nashorn,antilope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iww4g,check native language,katzen,loewen,delfine,kakerlaken,ameisen,maeuse,hunde,froesche,menschen,papageien,vogel,enten,kuehe,schafe,schlangen,krokodile,iguana,schnecke,chinchilla,wale,gepard,nilpferd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j24y0,,hund,katze,maus,vogel,nashorn,elefant,giraffe,zebra,bison,schlange,frosch,fuchs,leopard,tiger,puma,schwarzer panther,loewe,kuh,pferd,antilope,emu,krokodil,dromedar,kamel,huhn,hai,hammerhai,katzenhai,wal,buckelwal,blauwal,schwertfisch,tunfisch,weisser tunfisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2f2p,check native language,giraffe,affe,elefanten,schildkroete,krokodil,esel,schwein,hund,katze,pelikan,tiger,pinguin,wolf,hase ,fuchs,maus,loewe,nilpferd,baer,eichhoernchen,ente,schafe,9999,steinbock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jbzsy,,hund,katze,tiger,loewe,ente,elefant,vogel,fisch,schlange,zebra,giraffe,nashorn,kuh,hase,schlange,pferd,eidechse,skorpion,vierfüsslerschnecke,ente,antilope,baer,elch,karibu,leopard,kamel,dromedar,ziege,esel,regenwurm,schmetterling,waschbaer,yak,opossum,schildkroete,marder,hamster,meerschweinchen,kormoran,storch,flamingo,specht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jh6y7,,hund,katze,tiger,baer,ente,fuchs,fisch,wal,delfin,maus,kaefer,insekt,ameise,libelle,reptilien,fisch,schnecke,schlange,skorpion,spinne,ameise,krokodil,luchs,jaguar,blauwal,meerschweinchen,hamster,leguan,eidechse,pandabaer,koalabaer,giraffe,pinguin,pelikan,ozelot,braunbaer,dachs,marder,ratte,kakerlake,erpel,kaninchen,hase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jjgta,,hase,hund,katze,elefant,krokodil,vogel,affe,giraffe,nashorn,ente,fisch,hai,schildkroete,maus,ratte,laus,floh,loewe,tiger,kakadu,storch,flamingo,esel,pony,pferd,schwein,kamel,lama,bueffel,stier,uhu,eule,seehund,ziege,pinguin,papagei,reh,hirsch,luchs,fuchs,schwan,schlange,wurm,specht,wiesel,marder,rentier,albatross,adler,bussard,kuckuck,taube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jjln9,check native language,hunde,katze,voegel,elefanten,giraffen,ameisen,hyaene,schakale,baer,woelfe,tiger,kuehe,pferde,schweine,huehner,kakerlake,hirsche,fasan,ente,gaense,esel,dinosaurier,schlange,kakerlake,skorpion,fisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jopv5,,affe,esel,jaguar,chamaeleon,tiger,katze,elefant,chamaeleon,ross,wurm,schnecke,assel,kuh,sau,vogel,elster,schwalbe,eule,marder,iltis,hyaene,fuchs,wolf,baer,strauss,eisbaer,affe,orangutan,bison,iltis,ibis,papagei,giraffe,nashorn,nilpferd,faultier,heuschrecke,schlange,blindschleiche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jqa4t,,hund,katze,maus,elefant,giraffe,tiger,loewe,dromedar,katze,hund ,seeloewe,loewe,affe,voegel,kiebitz,schlangen,haustier,wildtier,tiger,kormoran,waran,krokodil,gnu,elefant,giraffe,pavian,wal,hai ,hecht,fisch,egli,kamel,zebra,bison,yak,braunbaer,eisbaer,adler,amsel,star,meise,kolibri,maus,ratte,bisamratte,nerz,mungo,waran,otter,bisamratte,schmetterling,raupe,frosch,storch,kaenguru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k1d8d,,saeugetiere,amphibien,bakterien,rehe,hirsche,wildsaeue,walfische,giraffen,elefanten,murmeltiere,luchse,woelfe,baeren,voegel,elstern,adler,spatzen,amseln,drosseln,meisen,fische,haifische,lachse,forellen,crevetten,tintenfische,katze,hund ,hamster,maus,ratte,schnecken,aale,panther,jaguar,wapiti,elch,kuh,ziege,schaf,huehner,gaense,enten,schwaene,pelikane,stoerche,fasane,graureiher,pfauen,antilopen,bison,schnepfe,ibis,rebhuhn,perlhuhn,moschusochse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knrlg,,hase,reh,tiger,fisch,murmeltier,steinbock,gemse,hirschkuh,kuh,pferd,ziege,schaf,hund,katze,hamster,ente,gans,storch,reiher,aasgeier,adler,giraffe,loewe,rhinozeros,flusspferd,schimpanse,gorilla,orangutan,katta,tigeraffe,puma,leopard,gazelle,kudu,antilope,elefant,nashorn,kakadu,papagei,delfin,wal,wellensittich,kanarienvogel,kraehe,elster,eichelhaeher,amsel,spatz,schildkroete,alligator,klapperschlange,erdhoernchen,spinne,muecke,kaefer,blindschleiche,biber,flussratte,otter,eisvogel,ameise,frettchen,,,,,,,,,,,,,,,,,,,,,,,,,,
kt6bm,,hund,katze,krokodil,biene,spinne,wespe,marder,delfin,haifisch,kuh,schwein,pferd,esel,salamander,eidechse,baer,schaf,ziege,spinne,wespe,biene,schmetterling,raupe,wurm,seepferd,wal,frettchen,wolf,fuchs,meerschweinchen,degu,maus,ratte,schlange,papagei,vogel,taube,moewe,laus,kakerlake,rentier,hirsch,seehund,zebra,giraffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kwthz,,hunde,katze,voegel,tiger,loewe,seebaer,walfische,quallen,ameisen,schildkroeten,baeren,bienen,wespen,krebse,muscheln,faultier,kaenguru,kalb,kuh,rind,schwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kzkzc,,hund,katze,kaninchen,huhn,elefant,zebra,giraffe,gnu,loewe,tiger,puma,schlange,pferd,esel,krokodil,piranha,hai,maus,ratte,truthahn,gans,ente,geiss,schaf,springbock,murmeltier,affe,orangutan,pavian,schimpanse,schlange,kobra,boa constrictor,wal,salm,lachs,thunfisch,schwein,minipig,hirsch,reh,antilope,ruesseltier,erdhoernchen,flamingo,kuckuck,streifenhoernchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l7989,,vogel,kuehe,pferde,loewen,affen,elefanten,fische,giraffen,kaninchen,maeuse,schnecken,wuermer,kaefer,floehe,wepsen,bienen,hornissen,fliegen,muecken,ziegen,schafe,steinboecke,rehe,wiesel,marder,luchse,baeren,eisbaeren,pinguine,kormorane,maeusebussarde,milane,storch,katze,meerschweinchen,kaninchen,hasen,maeuse ,kamele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lj0cp,,loewe ,giraffe,kaenguru,hund ,panther,gepard,schnecke,nacktschnecke,weinbergschnecke,tiger,wolf,luchs,reh,gemse,hirsch,hirschkuh,rehkitz,giraffenbaby,huhn,hahn,huehnchen,zebrababy,nashorn,nilpferd,rhinozeros,elefant,indischer elefant,elefantenzahn,maus,ratte,muecke,fliege,eintagesfliege,adler,meise,zaunkoenig,taube,mauersegler,schwalbe,elster,schwan,storch,eichelhaeher,fisch,blauwal,hai,grillen,labrador,schaefer,schaf,lamm,ziege,kalb,kuh,stier,bueffel,bison,pinguin,koenigspinguin,goldfisch,piranha,pelikan,chamaeleon,esel,,,,,,,,,,,,,,,,,,,,,,,,
lkt4j,,hund,katze,maus,degu,pferd,kuh,geier,adler,amsel,drossel,fink,star,maeuserich,blindschleiche,antilope,zebra ,gepard,loewe,elefant,krokodil,nilpferd,gepard,kakapo,papagei,kolibri,pinguin,eisbaer,fuchs,hase,reh,hirsch,biber,fisch,lachs,forelle,haifisch,delfin,wal,qualle,aal,seepferdchen,seestern,seegurke,steinfisch,ameise,spinne,tausendfuessler,heuschrecke,assel,ohrwurm,panda,koalabaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lrjys,,affe,elefant,tiger,gibbon,zebra,wildesel,pinguin,huhn,leopard,gepard,boa constrictor, python,eidechse,waran,goldfisch,hecht,hai,schildkroete,leopard,giraffe ,esel,ziege,kuh,schwein ,enten,wildhunde,schneeleopard,nashorn,gecko,muraene,ammenhai,weisser hai,blauwal,ameise,wespen,bienen,hummeln,grillen,hornissen,schaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ltyf2,,hund,katze,maus,esel,schwein,huhn,vogel,pferd,kaenguru,wallaby,zebra,elefant,loewe,degu,ratte,schnabeltier,baer,wolf,reh,hase,seeotter,pfau,ameise,regenwurm,biene,waschbear,fliege,spinne,schlange,schmetterling,marienkaefer,affe,gemse,antilope,gnu ,krokodil,alligator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ltzmu,,affe,hund,tiger,ente,maus,zebra,kamel,schlange,igel,hase,katze,pferd,esel,dromedar,nashorn,gepard,puma,kaefer,laus,fliege,wal,otter,karpfen,forelle,fisch,zander,lachs,scholle,muschel,seeigel,krebs,hummer,sperber,wellensittich,rotkehlchen,taube,adler,milan,hyaene,loewe,bussard,maulwurf,luchs,otter,dachs,affe,orangutan,schimpanse,wurm,wels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lya1e,,hund,katze,maus,wellensittich,rotschwaenzchen,amsel,meerschwein,kaninchen,hase,eichhoernchen,fuchs,marder,dachs,hirsch,reh,steinbock,gemse,biber,wiesel,kuh,schaf,geiss,lama,dromedar,elefant,kamel,loewe,tiger,zebra,gnu,nashorn,erdmaennchen,gepard,puma,luchs,wal,delfin,goldfisch,forelle,lachs,eisbaer,braunbaer,pandabaer,koalabaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0095,,pferd,hase,fisch,kamel,kaenguru,esel,affe,tiger,elefant,schlange,kroete,krokodil,vogel,ameise,reptil,nashorn,giraffe,zebra,huhn,kolibri,nashorn,kamel,ziege,hirsch,taube,fink,amsel,drossel,star,schlange,storch,schwalbe,phoenix,kranich,kolibri,esel,ziegenbock,hahn,henne,ente,strauss,seestern,seepferd,adler,maus,ratte,drache,dinosaurier,flamingo,storch,delfin,wal,walross,haifisch,forellen,hecht,barsch,eglifilet,seeteufel,oktopus,kuh,stier,rind,kalb,sau,fohlen,huehner,,,,,,,,,,,,,,,,,,,,,
mjf5t,,elefant,ameise,hund,katze,tiger,loewe,affe,gorilla,fisch,amoebe,krokodil,giraffe,fuchs,fledermaus,falke,maus,puma,luchs,rhinozeros,nashorn,libelle,adler,delfin,wal,assel,spinne,gecko,bussard,milan,schimpanse,gibbon,meerschweinchen,hase,kaninchen,papagei,drossel,amsel,spatz,lurch,frosch,loewe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mjxiu,,huhn,kuh,ochse,esel,pferd,hund,katze,spinne,vogel,ameise,kaefer,schmetterling,wurm,schlange,pony,auerochse,stier,fledermaus,wachtel,fasan,meise,amsel,drossel,fink,star,ameisenbaer,maulwurf,maus,ratte,kobra,natter,brillenschlange,blindschleiche,eidechse,haifisch,wal,lachs,salm,forelle,tintenfisch,krabbe,hering,barrakuda,feuerfisch,fliegender fisch,buckelwal,narwal,blauwal,killerwal,delfin,muschel,seestern,auster,hummel,wespe,nachtfalter,biene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n4vnl,,zoo,loewe,maus,katze,affe,elefant,rhinozeros,tierpfleger,futter,schwein,kuh,hase,antilope,alligator,pferd,hund,adler,seebaer,polarbaer,graubaer,schwarzbaer,grizzlybaer,ameisenbaer,giraffe,spinne,fisch,otter,fischotter,ente,gans,schwan,wal,delfin,papagei,amsel,drossel,fink,schlange,ratte,schildkroete,dinosaurier,bakterie,tiger,biber,bisamratte,nerz,robbe,elch,hirsch,reh,wasserbueffel,bison,kojote,puma,luchs,graureiher,storch,krokodil,hyaene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nbklx,,hund,katze,maus,ratte,amsel,vogel,fink,star,taube,kellerassel,spinne,gaensesaeger,kormoran,graureiher,storch,pferd,kuh,kalb,ochse,schwein,bueffel,kamel,dromedar,drosophila,zecke,wildschwein,stabheuschrecke,rosenkaefer,schaben,schuppenkaefer,periplaneta,schaf,elefant,giraffe,loewe,tiger,schnecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nq39j,,hund,katze,maus,ratte,igel,rentier ,tiger,loewe,antilope,affe,orangutan,gorilla,schimpanse,klammeraffe,nasenaffe,schlange,heuschrecke,muecke,biene,hummel,fliege,wurm,salamander,lurch,elefant,antilope,eisbaer,kragenbaer,eichhoernchen,vogel,amsel,drossel,fink,star,goldbruestchen,lerche,ameise,kaenguru,seeloewe,wal,fische,pottwal,buckelwal,erdmaennchen,stachelschwein,rabe,kohlrabe,nashorn,elch,zebra,bueffel,wasserbueffel,esel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsa0l,,affe,elefant,loewe,tiger,schlange,hund,katze,vogel,ameise,leguan,fisch,saeugetiere,voegel,spinne,krebse,salamander,schneeleoparde,panda,kaenguru,pinguin,baeren,papagei,kanarienvogel,maeusebussard,seeadler,bartgeier,rotkehlchen,blaumeise,spatz,braunbaer,brillenbaer,nasenbaer,katzen,luchs,loewe,panther,puma,tiger,antilope,krokodil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyqxv,,affe,elefanten,voegel,schlange,fisch,eidechse,schaf,kuehe,ross,esel,maultier,schaf,lamm,geisse,ziege,papageien,voegel,meisen,igel,schildkroete,schlangen,giftschlangen,viper,otter,specht,meise,spatz,taube,rabe,giraffe,grautier,zebra,flamingo,nashorn,tiger,loewe,wildhund,hyaene,ameise,biene,hornisse,fliege,muecke,stechmuecke,moskitos,regenwurm,orangutan,geier,bartgeier,hirsch,reh,steinbock,aasgeier,bartgeier,murmeltier,esel,maulesel,ross,pferd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4p01,,hund,katze,maus,kamel,elefant,tiger,eisvogel,adler,amsel,drossel,fink,star,elster,panda,gepard,jaguar,dachs,reh,hirsch,fuchs,wiesel,hase,pferd,esel,zebra,vogel strauss,emu,lama,kondor,eisbaer,pinguin,wal,haifisch,goldfisch,wels,forelle,frosch,floh ,kaefer,ameise ,borkenkaefer,hirschkaefer,termite,muecke,fliege,schnecke,weinbergschnecke,rote schnecke,schwarze schnecke,rotbruestchen,rotschwaenzchen,huhn,hahn,ente,gans,truthahn,loewe,tiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o144u,,schlange,regenwurm,elefant,tiger,loewe,baer,delfin,papagei,kamel,giraffe,nashorn,zebra,gnu,chamaeleon,eidechse,kaenguru,hyaene,leopard,gepard,katze,hund,maus,ratte,baer,igel,ratte,puma,fisch,hyaene,gepard,forelle,lachs,hai,wal,rochen,flughund,fledermaus,schildkroete,walross,seehund,schlange,otter,biber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oivkl,,hund,katze,maus,delfin,walfisch,haifisch,hamster,vogelspinne,schnecken,wuermer,kaefer,drossel,adler,kraehe,kuh,schaf,kaninchen,wolf,baer,loewe,giraffe,elefant,affe,tintenfisch,walfisch,krokodil,schlangen,skorpione,eidechsen,papageien,faultier,zebra,flusspferd,hyaene,wolf,stier,steinbock,widder,murmeltier,fliegen,bienen,wespe,hummel,libelle,frosch,storch,rabe,elster,spatz,uhu,mauesebussard,milan,falke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ojsw9,,hase,hund,katze,loewe,nashorn,zoo,elefant,vogel,hamster,pferd,kuh,schaf,schwein,huhn,gockel,giraffe,antilope,okapi,fisch,delfin,papagei,esel,maulwurf,erdmaennchen,igel,stachelschwein,gnu,bueffel,maus,echse,schlange,kaefer,ameise,raupe,engerling,eule,nashorn,kakadu,kaenguru,wombat,affe,faultier,baer,luchs,panther,spinne,frosch,biber,ratte,meerschweinchen,geiss,steinbock,stier,fuchs,reh,hirsch,eichhoernchen,wal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olcpz,,amsel,drossel,fink,storch,schwan,schwertwal,delfin,haifisch,katze,maus,hund,pferd,kuh,schwein,ziege,schaf,tiger,antilope,jaguar,nasenbaer,grizzlybaer,elefant,giraffe,zebra,loewe,vogel strauss,emu,kaenguru,koalabaer,tapir,wolf,forelle,spatz,taube,pinguin,eisbaer,narwal,flamingo,sepia,qualle,koralle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opcg6,,elefant,affe,schlange,frosch,loewe,gazelle,zebra,wasserbueffel,giraffe,gepard,leopard,tiger,nashorn,waran,braunbaer,schwarzbaer,schneeleopard,steinbock,murmeltier,marder,wiesel,siebenschlaefer,meerschweinchen,hamster,kaninchen,feldhase,wildschwein,reh,rentier,karibu,puma,bueffel,kuh,pferd,esel,katze,hund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opl8a,,fuchs,schlange,spinne,giraffe,hund,krokodil,leopard ,loewe,kaninchen,hamster,katze,meerschweinchen,wildschwein,schwein,reh,eidechse,fuchs,schildkroete,wal,zwergkaninchen,adler,moewe,taube,delfine,robbe,schaf,kuh,truthahn,ente,elefant,schnecke,kakerlake,ameisen,raupe,wattwuermer,wuermer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paa9k,,hund,katze,elefant,nashorn,tiger,loewe,hyaene,igel,vogel,amsel,drossel,fink,meise,adler,wurm,pferd,kuh,schwein,hahn,henne,emu,strauss,krokodil,schlange,leguan,eidechse,baer,wolf,widder,reh,hirsch,fisch,delfin,wal,thunfisch,picassofisch,pinguin,eisbaer,schneeleopard,hase,schneehase,feldhase,wildschwein,fliege,muecke,biene,wespe,hornisse,marder,dachs,elster,kraehe,eichhoernchen,braunbaer,fuchs,dachs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi7ny,,hund,katze,maus,regenwurm,maulwurf,schlange,biber,tiger,elefant,ratte,krokodil,schwan,ente,fisch,loewe,fasan,sperber,geier,moewe,wal,hai,milan,muecke,ameise,schmetterling,kaefer,pinguin,eisbaer,schwalbe,fliege,wespe,biene,hornisse,fuchs,reh,wildschwein,hausschwein,rind,kuh,stier,schaf,ziege,truthahn,robbe,qualle,mammut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pzgm3,,insekten,schlangen,fische,amphibien,froesche,saeugetiere,affe,elefant,maus,ratte,kobra,ringelnatter,kreuzotter,laubfrosch,grasfrosch,seefrosch,quastenflosser,fische,huhn,voegel,kraehe,adler,uhu,eule,regenwurm,fliege,schmetterlinge,fische,barbe,nase,wal,delfin,mensch,rhinozeros,bueffel,gnu,elch,rothirsch,dammhirsch,fuchs,dachs,ringelnatter,rotkehlchen,blaumeise,kohlmeise,schwanzmeise,beutelmeise,blaukehlchen,saatkraehe,rabenkraehe,nebelkraehe,rabe,reh,wildschwein,nelkeneule,taubenschwaenzchen,eulenfalter,spinne,spanner,schwaermer,nachtkerzenschwaermer,weinschwaermer,ligusterschwaermer,,,,,,,,,,,,,,,,,,,,,,,,,
qi9ld,,pferd,hund,katze,affe,maus,kuh,vogel,zebra,elefant,robbe,ameise,grille,biene,hummel,wespe,schmetterling,fuchs,hase,dachs,reh,rentier,yak,fliege,ameisenbaer,kaenguru,guerteltier,gnu,gazelle,huhn,chamaeleon,fisch,igel,iltis,jaguar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qzt5d,,elefanten,zebras,giraffen,hasen,katzen,kuehe,kaelber,pferde,huehner,voegel,schlangen,maeuse,ratten,fische,schweine,zebras,loewen,baeren,affen,giraffen,kaengurus,stoerche,flamingos,schnecken,schlangen,maeuse,pferde,schweine,hunde,stoerche,schwalben,spatzen,meerschweinchen,elefanten,katzen,loewe,schmetterlinge,tauben,stoerche,kuehe,hasen,schweine,wildschweine,kaenguru,maeuse,fische,stoerche,wildhasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r7ey3,,hund,katze,maus,siebenschlaefer,hamster,kuh,schaf,auerochse,zebra,giraffe,puma,leopard,gepard,loewe,tiger,elefant,antilope,erdmaennchen,blauwal,buckelwal,orka,delfin,weisser hai,tigerhai,hammerhai,goldfisch,zander,forelle,egli,anakonda,kaenguru,krokodil,kamel,andromedar,kleiber,amsel,drossel,fink,star,storch,adler,fasan,bussard,huhn,pute,truthahn,robbe,walross,pinguin,lama,ozelot,clownfisch,nachtigall,eule,uhu,schneeeule,schleiereule,rotmilan,murmeltier,steinbock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r48az,,pferd,elefant,gorilla,affe,schimpanse,hase,schaf,ziege,hund,katze,vogel,rind,kuh,nachtigall,schmetterling,libelle,fisch,karpfen,truthahn ,huhn,ente,schwan,adler,milan,gans,wolf,fuchs,dachs,iltis,zebu,giraffe,vogel strauss,delfin,seeloewe,wal,pelikan,narwal,eisbaer,braunbaer,grizzly ,biber,alligator,storch,graureiher,hirsch,gaemse,steinbock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r464x,,loewe,elefant,tiger,affe,schildkroete,zebra,giraffe,fledermaus,baer,maus,regenwurm,fliege,fisch,delfin,moewe,taube,kanarienvogel,wellensittich,graupapagei,ameise,reh,hirsch,schwein,huhn,kuh,hund,katze,dachs,biber,schlange,krokodil,nashorn,puma,luchs,emu,strauss,lamm,schaf,pferd,esel,frosch,libelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdalr,,elefant,ameise,tiger,loewe,ente,vogel,meise,insekten,sauegetiere,schmetterling,raupe,giraffe,zebra,pferd,kuh,katze,hund,fisch,schildkroete,schnecke,frosch,amphibien,reptilien,eidechse,wespe ,biene,muecke,fliege,kaefer,wurm,storch,jaguar,leopard,gazelle,hirsch,reh,gemse,steinbock,murmeltier,hase,moewe,ziege,schaf,schimpanse,gorilla,orangutan,nilpferd,nashorn,heuschrecke,libelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdrfp,,hund,katze,maus,elefant,schwein,kuh,hahn ,huhn,ente,gans,elefant,giraffe,nashorn,tiger,loewe,antilope,hyaene,wal,delfin,hai,schildkroete,krebs,hummer,languste,krabbe,spatz,meerschweinchen,hamster,hase,esel,ochse,affe,schlange,spinne,kaefer,wurm,maulwurf,biber,ratte,bison,zebra,nilpferd,krokodil,kaenguru,frosch,schmetterling,vogel,storch,chamaeleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rf9p6,check native language,hund,katze,maus,vogel,walross,reptil,frosch,kroete,eidechse,fisch,lurch,spinne,schlange,spatz,meise,eichhoernchen,kuh,rind,ochsen,stier,kaulquappe,octopus,orca,hai,specht,taube,nashorn,elefant ,krokodil,alligator,giraffe,eisbaer,braunbaer,grizzly,riesenpanda,waschbaer,dachs,fuchs,otter,natter ,blindschleiche,hecht,karpfen,nachtfalter,flughund,sommervogel,raupe,maikaefer,junikaefer,ameise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rpgbj,,hunde,katzen,loewen,tiger,schnecken,voegel,kuehe,pferde,kaelber,schweine,esel,zebras,schlangen,maeuse ,ratten,dachs,fuchs,hirsch,reh,wal,dorsch,makrele,hai,schildkroete,regenwurm,maulwurf,adler,storch,milan,maultier,wildschwein,uhu,wolf,schaf,geiss ,pinguin,spatz,rabe,taube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rpjw2,,loewe,zebra,antilope,fuchs,reh,hirsch,hamster,flusspferd,seehund,vogel,reiher,storch,fisch,krokodil,echse,ratte,kaenguru,strauss,dingo,hund,katze,pferd,schwein,wildschwein,kuehe,rinder,chamaeleon,eichhoernchen,gaemse,murmeltier,schnecke,libelle,kaefer,schmetterling,dachs,marder,schlange ,nashorn,flamingo,pelikan,kormoran,elefant,leopard,gepard,affe,rentier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsitg,,hund,katze,maus,elefant,giraffe,esel,pferd,vogel,affe,hamster ,eisbaer ,zebra ,gepard,loewe,nilpferd,nashorn,bueffel,pinguin,eichhoernchen,storch,spinne,braunbaer,tapir,geissbock,schaf,huhn,ameise,wurm,fisch,rabe,fischotter,meerschweinchen,kaninchen,walfisch,hai ,schlange,igel,frettchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxe83,,hund,katze,fisch,pferd,schlange,bartagame,spinne,frosch,kroete,dackel,vogel,amsel,reh,wild,ameise ,fliege,schmetterling ,raupe,milbe,zecke ,kuh,huehner,loewe,tiger,puma,panther,zebra,giraffe ,nilpferd,stachelschwein,stinktier,erdmaennchen,biene ,wespe ,hornisse ,heuschrecke,fisch,flamingo,maultier,maulwurf,seepferdchen,robbe,antilope,adler,affe,eule,uhu,katze,meerschweinchen,hamster,rennmaus,schildkroete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s2ik6,,katze,hund,esel,schwan,hahn,biene,hund,schwein,kalb,rind,schlange,igel,eidechse,fisch,hai,wal,dachs,dackel,hamster,ratte,krokodil,kaenguru,lachs,vogel,schwan,zebra,tiger,loewe,nashorn,krebs,skorpion,ameise,baer,seeloewe,waschbaer,panda,maus,luchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sadiq,,katze,maus,kamel,giraffe,elefant,loewe,schlange,eidechse,reh,hirsch,hase,steinbock,hund,vogel,fisch,schwan,ente,ratte,wiesel,fuchs,dachs,salamander,frosch,waran,seeloewe,pinguin,wolf,schaf,kaenguru,koalabaer,krokodil,flamingo,moewe,kranich,storch,truthahn,eisbaer,papagei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
